Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, and COVID-19 Deaths",Footnote
05/01/2020,02/01/2020,04/25/2020,West Virginia,Male,75-84 years,,692,59,0,,68,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Male,85 years and over,,484,39,0,,44,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Male Total,"Male, all ages",,"2,726",183,,30,217,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,5-14 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,25-34 years,0,35,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,35-44 years,0,60,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,45-54 years,0,116,13,0,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,55-64 years,0,263,26,0,,31,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,65-74 years,,432,38,,,46,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,75-84 years,,623,53,0,,59,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female,85 years and over,,777,52,0,,62,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Female Total,"Female, all ages",,"2,322",186,,27,220,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,West Virginia,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,West Virginia Total,All sexes,All Ages,13,"5,048",369,,57,437,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,Under 1 year,0,36,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,5-14 years,0,12,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,15-24 years,,88,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,25-34 years,,174,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,35-44 years,,186,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,45-54 years,14,403,16,,,38,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,55-64 years,14,979,40,,10,60,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,65-74 years,33,"1,497",81,,20,129,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,75-84 years,32,"1,722",124,,17,165,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male,85 years and over,26,"1,873",121,,14,154,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Male Total,"Male, all ages",123,"6,973",391,24,77,565,
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,Under 1 year,0,25,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,15-24 years,0,31,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,25-34 years,0,72,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,35-44 years,0,114,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,45-54 years,,243,10,0,,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,55-64 years,12,574,36,0,10,58,
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,65-74 years,15,"1,025",66,,,88,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,75-84 years,24,"1,618",96,0,19,139,
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female,85 years and over,33,"3,025",183,,21,230,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Female Total,"Female, all ages",86,"6,745",395,,68,541,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wisconsin,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wisconsin Total,All sexes,All Ages,209,"13,718",786,32,145,"1,106",
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,5-14 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,25-34 years,0,27,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,35-44 years,0,28,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,45-54 years,,37,,,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,55-64 years,0,92,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,65-74 years,,153,11,,,14,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,75-84 years,,136,11,,0,11,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male,85 years and over,0,133,13,0,0,13,
05/01/2020,02/01/2020,04/25/2020,Wyoming,Male Total,"Male, all ages",,617,43,,,47,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,1-4 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,25-34 years,0,,0,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,35-44 years,0,15,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,45-54 years,,30,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,55-64 years,0,52,,0,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,65-74 years,,77,,,,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,75-84 years,0,138,19,0,0,19,
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female,85 years and over,0,202,17,0,,18,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Female Total,"Female, all ages",,532,49,,,56,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Wyoming,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Wyoming Total,All sexes,All Ages,,"1,149",92,,,103,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,15-24 years,0,30,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,25-34 years,,64,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,35-44 years,,83,11,,0,12,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,45-54 years,,186,20,,,25,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,55-64 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,65-74 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,75-84 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male,85 years and over,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Male Total,"Male, all ages",,373,33,,,40,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,Under 1 year,0,10,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,1-4 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,15-24 years,0,,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,25-34 years,0,16,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,35-44 years,0,40,,0,0,,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,45-54 years,,103,15,,,17,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,55-64 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,65-74 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,75-84 years,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female,85 years and over,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Female Total,"Female, all ages",,176,20,,,22,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
05/01/2020,02/01/2020,04/25/2020,Puerto Rico,Unknown,All ages,0,0,0,0,0,0,
05/01/2020,02/01/2020,04/25/2020,Puerto Rico Total,All sexes,All Ages,10,549,53,,,62,One or more data cells have counts <10 and have been suppressed in accordance with NCHS confidentiality standards.
